ax,ay,az,temp
-1.47,-12.16,-1.28,32.61
-0.09,-8.66,-4.13,32.64
1.57,-6.45,-6.0,32.64
0.79,-7.05,-3.92,32.62
-1.22,-11.26,-0.19,32.63
1.55,-13.03,-0.25,32.64
-0.3,-10.0,-3.62,32.61
-0.29,-5.21,-5.74,32.64
1.16,-7.68,-4.2,32.63
-0.56,-10.8,2.15,32.6
0.07,-14.09,-0.12,32.64
-0.47,-9.74,-4.37,32.62
0.87,-5.85,-6.06,32.61
0.15,-12.92,1.18,32.58
-1.09,-13.69,0.54,32.57
1.18,-11.32,-0.64,32.63
1.88,-6.1,-8.02,32.61
-1.28,-6.88,-3.15,32.62
-2.6,-9.37,-1.64,32.62
0.63,-13.85,-0.57,32.62
-0.37,-10.01,-3.02,32.63
-2.87,-6.3,-3.89,32.64
0.74,-6.52,-5.99,32.64
-2.29,-10.1,-0.51,32.61
-1.09,-12.48,0.4,32.58
0.92,-11.48,-2.75,32.62
-0.12,-5.84,-6.72,32.63
2.22,-6.22,-6.03,32.61
-0.6,-11.15,-1.08,32.62
0.84,-14.06,1.28,32.64
0.49,-11.36,-2.7,32.64
0.92,-7.6,-5.67,32.63
0.19,-11.08,-3.99,32.6
-0.64,-11.3,0.45,32.62
-3.03,-8.37,-1.66,32.59
-2.66,-6.49,-8.53,32.6
-4.2,-8.06,-7.52,32.61
0.95,-11.24,-3.13,32.61
0.68,-12.11,-0.36,32.61
-1.34,-9.23,-2.34,32.61
-1.69,-5.78,-9.15,32.62
-0.67,-8.93,-6.91,32.63
2.39,-12.23,-3.16,32.6
-2.19,-11.14,0.86,32.66
-2.03,-8.23,-4.2,32.59
-2.85,-6.4,-9.31,32.62
-4.38,-8.04,-6.23,32.62
-0.1,-11.48,-2.32,32.59
-1.9,-11.53,-0.79,32.64
-3.69,-8.2,-2.24,32.62
-2.64,-4.92,-9.1,32.57
-1.71,-12.84,-1.23,32.59
1.29,-12.48,-2.37,32.59
-1.86,-8.42,-2.69,32.58
-2.83,-5.7,-5.63,32.59
-4.84,-5.82,-8.13,32.57
-2.08,-10.84,-1.73,32.61
0.4,-13.67,-1.24,32.63
-1.79,-9.64,-1.6,32.6
-2.47,-5.13,-5.88,32.59
-4.0,-6.17,-6.43,32.61
-1.78,-11.33,-1.94,32.57
-0.14,-11.8,-1.59,32.58
-1.19,-9.34,-2.44,32.57
-1.63,-5.73,-5.4,32.55
-3.59,-5.89,-5.53,32.61
-1.53,-11.48,-0.89,32.6
1.38,-13.12,-1.67,32.58
1.42,-9.61,-1.84,32.59
0.9,-6.34,-4.91,32.62
-1.76,-12.26,-0.29,32.59
-0.08,-8.4,-4.99,32.56
-0.71,-7.5,-6.31,32.58
-0.82,-7.25,-2.71,32.6
0.32,-12.69,0.68,32.58
-0.31,-12.15,-1.17,32.58
-2.05,-8.71,-5.6,32.58
-1.47,-7.55,-6.74,32.6
0.62,-9.23,-3.99,32.57
-1.36,-11.41,0.43,32.62
-1.43,-11.32,-1.62,32.55
-1.82,-9.1,-7.11,32.57
-1.19,-7.54,-6.55,32.58
1.38,-8.56,-3.7,32.57
-1.09,-11.63,-0.19,32.57
-2.89,-10.77,-1.37,32.56
-2.55,-7.28,-7.45,32.57
-1.79,-7.63,-7.61,32.61
-0.28,-8.68,-3.35,32.59
1.81,-9.19,-2.38,32.57
1.05,-6.86,-4.3,32.59
-0.43,-3.41,-5.1,32.6
-1.73,-12.59,2.06,32.62
-0.68,-11.57,1.54,32.58
0.35,-10.53,-2.08,32.58
-0.85,-7.2,-2.89,32.59
0.15,-4.6,-7.25,32.56
-1.76,-9.72,-1.85,32.58
-0.94,-11.85,0.6,32.58
0.5,-11.85,-1.47,32.57
1.08,-5.98,-5.12,32.55
0.35,-6.41,-5.75,32.55
-1.52,-8.35,-1.14,32.61
-0.17,-11.78,-0.83,32.61
-0.54,-11.14,-1.32,32.57
-0.6,-6.29,-3.71,32.61
0.06,-5.13,-5.51,32.59
-1.99,-9.03,-1.99,32.59
-1.01,-12.14,0.25,32.62
-1.24,-10.13,-0.77,32.54
-0.02,-6.65,-5.77,32.57
-0.28,-6.17,-4.94,32.57
-3.37,-10.06,0.26,32.59
-0.16,-12.98,0.46,32.6
-0.67,-11.55,-1.24,32.54
-1.39,-5.95,-5.0,32.58
0.74,-7.15,-5.54,32.61
-1.32,-9.66,-1.0,32.56
-0.44,-12.46,0.23,32.56
-0.07,-10.33,-3.36,32.57
-0.85,-6.07,-4.47,32.57
1.28,-5.62,-5.61,32.57
-1.63,-8.98,-0.68,32.56
-1.88,-12.8,0.5,32.55
0.19,-11.24,-3.32,32.56
1.61,-5.85,-5.98,32.54
0.74,-5.95,-4.75,32.58
-2.34,-10.7,0.22,32.57
-1.52,-12.96,-1.02,32.62
0.19,-12.66,-1.75,32.6
-1.79,-9.86,-0.18,32.6
-2.06,-6.3,-6.03,32.63
-2.69,-5.63,-7.61,32.6
-3.41,-10.73,-2.96,32.57
1.24,-12.37,-1.15,32.56
-2.87,-9.46,-0.41,32.56
-3.84,-5.09,-5.41,32.54
-2.89,-5.96,-8.2,32.58
-2.7,-9.39,-1.97,32.55
-0.06,-11.99,0.68,32.59
-2.09,-9.22,-0.27,32.57
-1.55,-5.64,-6.43,32.57
-3.49,-6.03,-7.51,32.56
-3.06,-8.88,-1.92,32.56
1.1,-12.17,-1.63,32.55
-3.15,-8.61,-1.13,32.5
-2.47,-6.56,-4.74,32.55
-0.19,-13.98,0.14,32.58
-0.09,-10.42,-4.41,32.57
1.06,-7.41,-6.68,32.61
2.04,-7.17,-4.29,32.56
0.41,-10.37,-0.44,32.54
-0.62,-13.45,0.12,32.53
-0.85,-10.3,-2.49,32.56
0.5,-7.19,-7.02,32.54
1.92,-7.46,-3.87,32.55
1.76,-11.59,0.29,32.55
0.64,-13.44,0.93,32.57
-1.61,-9.1,-4.05,32.55
2.06,-7.18,-6.55,32.59
1.76,-7.82,-4.18,32.56
0.46,-11.26,0.57,32.55
0.13,-13.02,1.51,32.57
-1.31,-9.34,-3.41,32.56
1.91,-7.68,-6.02,32.56
1.96,-7.71,-3.86,32.53
2.53,-12.61,0.34,32.55
-0.36,-12.69,0.21,32.54
-3.04,-8.33,-4.17,32.54
1.44,-8.77,-6.9,32.6
1.91,-9.77,-3.95,32.54
1.24,-12.09,0.14,32.58
-0.87,-12.55,-0.98,32.55
-1.08,-8.32,-6.32,32.57
-0.96,-8.04,-6.95,32.55
0.97,-9.34,-2.94,32.54
1.07,-12.44,-1.23,32.58
-1.11,-11.29,-2.04,32.54
-2.7,-8.63,-5.78,32.54
0.23,-8.58,-6.43,32.59
1.65,-8.06,-3.53,32.54
-0.84,-11.81,0.27,32.54
-1.91,-11.47,-1.33,32.52
-0.4,-8.67,-7.67,32.56
-1.51,-8.12,-6.1,32.54
-0.78,-11.18,-0.87,32.52
-0.09,-8.71,-2.81,32.55
0.06,-5.57,-6.21,32.51
-1.36,-6.28,-3.45,32.55
-0.41,-12.29,0.18,32.57
-0.99,-12.38,-0.11,32.55
-0.63,-8.61,-2.52,32.55
2.16,-5.49,-5.44,32.56
-0.02,-6.47,-4.09,32.52
-1.74,-11.89,0.58,32.53
0.92,-12.62,-1.5,32.55
-0.22,-8.15,-4.45,32.55
1.56,-5.58,-6.16,32.61
-0.53,-7.42,-3.76,32.58
-0.49,-11.52,-0.62,32.59
-0.15,-12.5,-0.64,32.54
0.26,-8.44,-4.88,32.56
0.33,-6.37,-6.01,32.54
-0.17,-8.04,-3.66,32.56
-0.04,-11.58,-0.32,32.56
-1.98,-12.07,-2.12,32.55
-1.45,-9.09,-4.65,32.59
1.1,-5.99,-6.68,32.53
-1.18,-7.51,-3.93,32.57
-3.51,-11.35,1.41,32.55
-1.83,-11.83,-2.75,32.54
-1.25,-7.29,-4.21,32.56
0.2,-5.5,-7.41,32.52
-1.47,-8.94,-3.09,32.55
-2.06,-11.61,1.38,32.54
-1.66,-11.53,-3.01,32.51
-1.8,-7.21,-4.61,32.53
0.21,-6.79,-5.12,32.54
0.2,-8.87,-2.92,32.57
-1.59,-10.83,0.68,32.56
-0.33,-11.8,-3.08,32.51
-0.61,-8.09,-5.25,32.53
0.56,-5.81,-5.6,32.51
0.98,-8.89,-2.56,32.53
-0.88,-11.91,0.79,32.52
-0.58,-12.06,-2.83,32.57
-0.44,-7.97,-4.45,32.54
1.88,-5.76,-5.66,32.53
0.51,-9.22,-2.07,32.56
-2.43,-12.44,1.98,32.59
0.63,-12.42,-2.66,32.54
0.05,-7.95,-5.74,32.55
-0.62,-5.32,-5.0,32.56
-0.6,-9.03,-2.33,32.53
-0.62,-11.84,-0.15,32.57
-0.76,-11.64,-2.23,32.53
-1.25,-8.21,-4.47,32.56
2.3,-6.98,-5.46,32.55
1.12,-9.93,-2.21,32.57
-1.64,-11.66,1.71,32.54
-0.12,-12.55,-2.8,32.54
-0.92,-8.88,-6.61,32.54
0.36,-6.6,-5.47,32.58
0.77,-10.06,-2.24,32.55
-1.27,-11.99,1.63,32.57
-1.36,-11.34,-1.75,32.55
-1.01,-7.87,-7.31,32.54
0.29,-5.9,-5.82,32.56
0.58,-9.11,-3.28,32.53
-0.92,-12.74,1.21,32.56
-1.93,-11.96,-3.05,32.54
-0.8,-7.57,-7.58,32.57
0.6,-6.97,-7.05,32.52
1.53,-9.33,-1.4,32.56
-0.28,-12.43,0.13,32.54
-1.34,-10.47,-3.12,32.6
-2.21,-8.03,-5.97,32.55
1.46,-9.13,-5.86,32.54
1.64,-9.95,-1.83,32.52
-0.43,-12.1,0.89,32.53
-0.83,-10.51,-1.77,32.52
-1.93,-8.36,-7.77,32.55
0.87,-7.98,-3.97,32.54
-0.7,-10.8,-0.53,32.52
-1.09,-12.21,-0.72,32.52
-1.78,-8.74,-4.29,32.51
0.87,-7.81,-6.01,32.53
2.16,-8.39,-3.02,32.54
0.74,-10.78,-0.1,32.52
0.41,-12.17,-1.64,32.5
-0.37,-8.89,-5.62,32.49
-1.78,-7.77,-5.91,32.55
-0.15,-7.76,-4.35,32.53
-0.07,-11.72,-0.28,32.5
-1.37,-11.8,-0.08,32.55
-1.98,-8.32,-6.41,32.58
-1.66,-7.47,-6.19,32.52
0.45,-9.22,-2.64,32.56
1.19,-12.27,0.79,32.55
-1.36,-11.04,-1.24,32.52
-1.74,-10.11,-2.83,32.49
-1.02,-10.63,-1.27,32.5
-2.25,-9.66,-1.34,32.52
-1.46,-7.23,-7.8,32.54
-3.73,-6.67,-6.11,32.53
-0.28,-11.42,-3.99,32.53
1.47,-11.49,-0.65,32.52
-1.38,-10.43,-1.81,32.5
-2.2,-7.41,-7.07,32.53
-3.8,-7.75,-5.36,32.59
-0.96,-10.72,-2.55,32.53
0.88,-12.77,-1.3,32.54
-0.39,-10.85,-2.29,32.58
-3.04,-7.12,-6.86,32.52
-3.65,-7.61,-6.2,32.55
-0.45,-11.35,-2.21,32.53
0.26,-11.51,-0.78,32.51
-2.67,-9.91,-2.34,32.52
-3.79,-5.96,-7.2,32.54
-2.81,-7.42,-6.41,32.55
-1.77,-12.08,0.87,32.54
-0.54,-11.95,-0.41,32.52
-0.6,-9.78,-1.36,32.53
-0.14,-6.82,-4.44,32.52
-0.4,-4.49,-6.5,32.56
-2.92,-9.27,-1.8,32.53
0.21,-13.64,-1.03,32.51
0.69,-10.71,-3.12,32.54
-2.74,-5.76,-4.97,32.54
-0.04,-7.23,-6.25,32.5
-0.85,-11.82,-1.35,32.52
0.2,-11.56,-0.21,32.52
0.46,-11.1,-2.31,32.53
-1.34,-6.17,-4.91,32.52
0.57,-5.54,-5.76,32.52
-0.26,-10.16,-0.78,32.52
0.56,-12.72,0.35,32.54
-0.56,-11.08,-2.65,32.52
-0.4,-5.66,-5.25,32.52
2.77,-6.17,-5.85,32.49
-0.91,-11.11,0.84,32.55
-0.15,-11.49,-0.19,32.52
0.54,-11.38,-3.15,32.53
1.43,-6.24,-4.45,32.5
1.4,-6.27,-4.46,32.52
-1.16,-10.1,1.87,32.54
0.56,-13.2,0.46,32.54
-0.78,-10.29,-2.8,32.5
1.56,-6.33,-5.73,32.53
2.26,-7.69,-4.29,32.5
-0.31,-10.04,0.63,32.55
0.27,-13.68,0.11,32.54
-0.31,-10.28,-2.91,32.51
1.33,-6.72,-5.01,32.52
2.19,-6.37,-4.97,32.56
0.16,-10.8,0.36,32.53
-1.51,-12.78,1.12,32.55
-0.3,-9.79,-3.72,32.53
1.0,-7.14,-5.71,32.5
-1.49,-5.43,-7.77,32.53
-4.13,-7.14,-3.34,32.49
-2.19,-11.31,-0.08,32.54
-0.49,-11.4,-1.49,32.52
-2.46,-6.83,-3.36,32.47
-0.06,-5.08,-7.14,32.49
-2.79,-7.58,-4.87,32.51
-1.37,-12.16,1.16,32.51
1.52,-11.64,-2.15,32.47
-1.27,-7.89,-3.75,32.51
-0.91,-5.29,-6.31,32.51
-2.18,-8.97,-3.72,32.53
-0.34,-13.12,-0.64,32.52
0.09,-11.07,-1.67,32.56
-0.42,-8.19,-3.95,32.53
-0.08,-5.26,-6.78,32.49
-1.81,-8.04,-2.97,32.52
-1.47,-12.45,-0.32,32.53
0.29,-11.48,-0.74,32.52
-2.13,-8.51,-3.9,32.53
-0.4,-5.12,-6.11,32.5
-1.81,-8.99,-3.52,32.53
-1.51,-12.0,-0.19,32.49
-1.1,-11.08,-0.66,32.49
-0.58,-8.23,-3.85,32.48
0.15,-6.06,-5.54,32.5
-3.41,-8.15,-1.51,32.49
0.65,-13.44,-0.58,32.52
1.29,-12.0,-1.48,32.53
-1.41,-7.12,-3.71,32.54
0.53,-5.07,-6.94,32.54
-0.13,-8.1,-2.77,32.51
-1.44,-12.88,0.48,32.55
-0.81,-11.4,-2.09,32.56
-0.85,-6.81,-3.96,32.54
0.81,-6.5,-3.92,32.49
-2.07,-5.84,-5.68,32.55
-2.53,-11.24,-0.24,32.49
-0.24,-10.61,-0.45,32.5
-0.61,-12.36,-1.38,32.5
-3.74,-8.76,-4.74,32.47
-2.6,-6.39,-8.81,32.53
-2.21,-8.28,-6.18,32.54
-0.9,-12.32,-0.68,32.52
-1.8,-13.18,-0.5,32.54
-2.29,-9.37,-3.2,32.49
-1.84,-8.27,-9.63,32.51
-3.67,-8.2,-5.31,32.51
-1.15,-10.87,-3.58,32.5
0.56,-12.52,-1.34,32.49
-3.73,-10.59,-3.16,32.49
-2.03,-6.32,-9.51,32.49
-1.38,-9.03,-8.3,32.53
0.34,-10.26,-2.62,32.51
-1.21,-11.81,-0.44,32.49
-1.88,-9.62,-4.41,32.47
-2.74,-5.33,-8.71,32.53
-0.77,-13.32,0.28,32.53
-1.57,-9.61,0.23,32.55
2.37,-7.09,-5.23,32.51
-0.95,-6.02,-4.95,32.55
-2.41,-11.33,1.21,32.53
1.51,-13.64,0.24,32.51
0.89,-9.1,-1.77,32.53
1.24,-5.26,-4.8,32.49
-0.57,-6.69,-3.73,32.52
-1.51,-12.15,0.71,32.51
1.66,-12.64,-0.74,32.53
0.01,-8.68,-1.78,32.52
1.24,-5.56,-4.15,32.5
-0.37,-7.48,-4.6,32.5
-0.54,-11.83,-1.07,32.54
-0.5,-12.14,-0.56,32.47
0.45,-8.16,-3.4,32.51
0.98,-5.8,-5.1,32.52
-1.53,-6.62,-3.99,32.54
-1.33,-10.81,-1.52,32.48
-4.17,-10.44,-0.85,32.5
-2.94,-6.83,-7.79,32.52
-3.46,-7.47,-7.11,32.52
-0.13,-10.76,-2.8,32.49
-1.2,-12.19,-0.89,32.47
-1.17,-10.32,-1.39,32.52
-2.03,-6.46,-9.39,32.56
-2.34,-7.45,-6.42,32.51
-0.3,-11.25,-5.09,32.52
-1.35,-11.15,0.56,32.51
-2.16,-9.79,-2.9,32.47
-1.32,-6.7,-8.71,32.52
-3.14,-6.84,-5.43,32.47
0.01,-10.74,-3.14,32.51
0.01,-11.94,-0.32,32.5
-2.07,-10.49,-1.12,32.49
-3.22,-6.98,-6.71,32.51
-4.13,-7.43,-6.6,32.51
2.01,-8.4,-5.48,32.49
3.42,-6.45,-5.21,32.52
-0.27,-9.48,-1.27,32.47
0.08,-12.3,0.19,32.5
-1.33,-11.15,-3.65,32.48
-0.23,-7.51,-6.17,32.5
1.99,-6.08,-7.46,32.47
-1.47,-9.32,-1.7,32.52
-0.81,-12.47,0.88,32.51
-2.57,-11.95,-4.73,32.51
-1.18,-7.7,-5.16,32.49
0.47,-7.64,-5.35,32.42
-0.69,-9.79,-0.76,32.52
-1.55,-12.67,-0.33,32.49
-2.43,-10.94,-3.66,32.47
0.12,-6.92,-8.05,32.52
2.58,-7.18,-4.55,32.49
0.29,-11.26,-0.02,32.46
-0.37,-12.67,0.43,32.53
-1.69,-12.11,-2.37,32.49
-1.83,-11.65,-0.13,32.53
-2.11,-7.39,-5.13,32.52
-5.35,-6.52,-7.47,32.46
-2.49,-9.13,-4.47,32.49
1.11,-12.33,-1.86,32.49
-2.62,-9.11,-0.77,32.56
-2.13,-6.92,-4.86,32.52
-2.26,-6.69,-7.63,32.52
-0.48,-8.79,-3.2,32.49
0.73,-13.25,-0.62,32.47
-1.13,-10.56,0.38,32.5
0.25,-7.32,-4.81,32.48
-1.34,-6.59,-6.62,32.54
-2.51,-7.18,-4.83,32.48
2.1,-12.59,-1.01,32.51
-1.39,-9.86,1.0,32.46
-2.9,-9.52,-1.13,32.48
-3.32,-6.8,-5.15,32.47
-4.62,-7.17,-4.44,32.48
-0.39,-11.84,-2.58,32.54
-1.12,-10.54,-0.0,32.5
-2.44,-8.2,-2.85,32.47
-4.38,-5.35,-8.0,32.52
-3.53,-8.45,-5.95,32.48
1.75,-11.63,-3.87,32.52
-0.72,-10.25,-0.36,32.48
-3.51,-8.37,-1.96,32.49
-3.59,-5.51,-7.32,32.52
-2.32,-8.87,-7.02,32.48
0.32,-10.92,-2.45,32.5
-0.2,-10.81,-0.47,32.45
-2.96,-9.28,-3.06,32.44
-2.33,-5.8,-8.06,32.5
-1.53,-9.97,-5.38,32.47
0.48,-12.92,-1.44,32.5
-1.96,-11.92,-0.11,32.48
-1.01,-9.43,-3.84,32.52
-1.89,-7.48,-7.9,32.54
-1.63,-9.51,-3.42,32.49
1.9,-13.18,-3.0,32.54
-1.9,-11.14,-1.09,32.46
-1.96,-7.97,-2.44,32.52
-1.04,-7.06,-7.36,32.54
-2.16,-8.03,-5.16,32.49
0.49,-11.57,-1.47,32.49
-1.41,-10.63,-1.19,32.44
-0.66,-8.29,-1.41,32.48
-0.67,-6.17,-8.52,32.45
-2.89,-8.39,-2.93,32.45
2.06,-13.22,-2.6,32.46
-0.77,-9.47,-1.59,32.5
-1.53,-8.0,-3.32,32.48
-1.83,-5.63,-6.63,32.49
-2.27,-8.32,-3.4,32.49
0.58,-12.88,-1.1,32.47
-0.91,-10.58,0.9,32.51
0.64,-8.02,-3.65,32.51
-1.06,-4.37,-7.97,32.51
-3.73,-7.63,-2.81,32.52
0.37,-13.22,-0.43,32.51
-1.22,-10.87,0.05,32.47
-0.16,-7.56,-1.4,32.48
-0.23,-5.85,-7.02,32.5
-3.24,-7.67,-2.23,32.45
-1.68,-11.86,-0.37,32.49
0.6,-11.31,-1.22,32.46
-0.32,-7.33,-2.78,32.44
-1.59,-5.54,-5.66,32.51
-2.76,-9.46,-1.58,32.47
-1.04,-11.08,-2.11,32.5
-1.44,-10.47,-0.67,32.49
0.74,-7.67,-3.43,32.48
-2.02,-4.37,-7.6,32.5
-2.56,-9.07,-2.78,32.5
-0.07,-13.31,-2.59,32.46
-0.38,-11.4,-0.83,32.51
-1.41,-5.49,-3.55,32.49
-1.22,-7.37,-6.22,32.49
-3.79,-7.26,-5.94,32.48
-0.96,-9.58,-2.56,32.47
-1.13,-12.13,-1.33,32.48
-2.31,-8.51,-1.22,32.46
-4.65,-6.06,-7.47,32.51
-4.03,-7.32,-6.2,32.5
-2.25,-10.22,-3.97,32.47
-1.52,-10.49,-0.51,32.5
-2.93,-9.64,-2.49,32.48
-4.64,-6.78,-7.44,32.47
-3.9,-7.43,-6.84,32.46
-1.8,-11.59,-4.52,32.49
-1.66,-11.01,-1.87,32.5
-1.93,-9.38,-3.81,32.51
-4.75,-4.76,-7.38,32.52
-3.22,-7.52,-8.18,32.47
-1.87,-11.64,-3.95,32.47
-1.13,-11.89,-1.34,32.47
-2.2,-8.34,-2.51,32.47
-2.21,-5.96,-8.12,32.52
-5.67,-7.69,-6.24,32.49
-1.96,-10.6,-2.75,32.45
0.85,-13.13,-1.71,32.47
-2.29,-8.85,-2.04,32.51
-3.34,-6.12,-8.42,32.48
-3.57,-9.01,-6.88,32.49
-1.6,-11.54,-2.27,32.49
-0.16,-11.08,-2.15,32.53
-2.66,-8.55,-2.3,32.51
-1.83,-8.46,-4.29,32.5
-3.92,-7.87,-4.56,32.52
-0.22,-10.46,-4.09,32.49
1.66,-11.69,-2.74,32.47
-1.43,-9.74,-0.03,32.49
-1.23,-7.9,-4.78,32.52
-3.11,-6.27,-7.95,32.47
-1.74,-9.74,-2.9,32.46
-1.72,-7.91,-3.42,32.49
-0.54,-5.05,-6.36,32.47
-3.43,-7.74,-3.62,32.49
-2.15,-11.43,-1.63,32.47
-2.34,-11.77,-1.97,32.5
-2.55,-7.2,-4.61,32.51
0.19,-5.34,-8.38,32.52
-4.62,-7.51,-3.03,32.48
-2.61,-12.58,-1.18,32.51
-1.43,-12.33,-1.87,32.5
-0.78,-8.14,-4.47,32.48
-0.36,-4.06,-8.06,32.48
-4.51,-6.61,-3.95,32.47
-2.77,-11.61,-2.48,32.47
-2.1,-11.84,-1.97,32.46
-0.9,-8.49,-4.78,32.48
-0.7,-4.55,-6.96,32.5
-2.09,-8.29,-2.86,32.48
-2.11,-8.06,-5.96,32.45
1.14,-10.12,-3.87,32.47
0.04,-10.64,0.34,32.5
-2.29,-10.58,-0.39,32.49
-3.25,-8.69,-5.29,32.51
-2.61,-6.15,-7.33,32.49
-0.06,-10.5,-4.7,32.52
0.37,-12.2,0.2,32.51
-3.23,-12.77,-0.62,32.48
-2.56,-8.01,-4.89,32.47
-3.08,-8.18,-7.13,32.48
-0.71,-10.58,-4.12,32.51
1.64,-11.47,0.0,32.52
-0.95,-12.57,-1.91,32.49
-2.31,-5.07,-6.42,32.54
-2.57,-7.02,-7.35,32.51
-0.27,-10.88,-3.8,32.52
-1.03,-10.36,-0.48,32.53
-1.05,-11.12,-1.1,32.48
-0.69,-7.64,-6.12,32.49
-3.05,-7.29,-7.75,32.53
-0.1,-9.63,-4.45,32.52
-0.28,-11.88,-0.87,32.47
-3.26,-10.0,-1.06,32.5
-3.22,-6.56,-6.6,32.5
-4.31,-6.68,-8.06,32.51
-2.13,-10.61,-3.72,32.51
-0.7,-13.12,-0.51,32.53
-1.98,-9.65,-1.28,32.49
-2.51,-5.42,-8.06,32.51
-2.95,-8.1,-5.37,32.52
-1.49,-10.26,-2.78,32.47
-1.39,-11.56,-0.68,32.49
-1.92,-9.22,-1.99,32.5
-2.87,-6.56,-6.08,32.48
-4.09,-7.07,-4.8,32.52
-1.1,-10.81,-2.32,32.49
-0.7,-11.7,-0.54,32.47
-4.82,-5.12,-5.1,32.48
-2.75,-10.5,-2.05,32.49
0.1,-12.22,-1.61,32.5
-2.69,-8.3,-1.82,32.44
-2.86,-5.44,-5.94,32.47
-3.47,-6.34,-7.44,32.48
-3.61,-11.17,-0.76,32.52
-0.96,-12.63,-1.32,32.46
-1.68,-9.5,-0.74,32.49
-3.01,-5.86,-7.01,32.49
-3.65,-5.72,-7.57,32.44
-3.27,-11.11,-3.33,32.5
1.28,-12.57,-0.96,32.47
-0.84,-9.69,-1.47,32.48
-2.89,-5.8,-5.71,32.47
-4.25,-7.9,-4.46,32.47
-0.06,-12.21,-3.65,32.52
-0.45,-12.1,-1.01,32.48
-0.02,-8.58,-2.54,32.51
-1.81,-6.91,-5.61,32.47
-4.93,-6.05,-5.75,32.46
-1.77,-11.96,-2.66,32.47
1.98,-12.43,-2.07,32.46
-1.11,-7.96,-2.31,32.47
-2.45,-5.22,-7.17,32.47
-2.81,-6.88,-5.26,32.49
0.35,-12.99,-2.46,32.49
-0.21,-12.31,-2.19,32.44
-1.38,-8.57,-1.59,32.49
-0.91,-6.77,-7.34,32.47
-2.56,-5.43,-6.81,32.48
-0.75,-11.74,-2.09,32.49
-0.76,-12.09,-0.34,32.48
-1.71,-8.78,-2.31,32.5
-2.51,-6.79,-4.86,32.46
-5.03,-6.4,-5.24,32.49
-2.01,-10.63,-2.42,32.47
0.38,-12.29,-1.73,32.5
-0.06,-9.24,-6.02,32.46
-2.08,-8.44,-5.92,32.45
1.99,-7.44,-7.39,32.49
2.0,-9.42,-1.72,32.5
-0.46,-11.9,0.61,32.5
-0.34,-11.1,-1.98,32.49
-0.65,-9.94,-6.61,32.48
-0.84,-7.49,-6.49,32.49
-0.3,-9.31,-2.32,32.49
-0.87,-12.43,-0.97,32.45
-2.92,-10.03,-2.02,32.49
-3.85,-8.96,-6.96,32.48
-0.44,-7.51,-7.67,32.43
0.3,-8.6,-3.92,32.51
-0.22,-11.88,-1.17,32.5
-2.49,-10.62,-1.83,32.45
-2.84,-8.55,-6.43,32.46
0.45,-8.48,-6.13,32.48
1.67,-10.32,-3.35,32.48
-1.05,-11.33,0.13,32.47
-0.56,-13.46,0.23,32.46
-0.33,-11.47,-1.43,32.47
0.7,-6.79,-4.79,32.51
0.42,-4.74,-6.51,32.51
-2.61,-7.78,-2.97,32.47
-0.76,-11.75,-1.18,32.5
-0.71,-11.06,-1.45,32.47
-0.18,-7.96,-3.02,32.47
0.95,-5.98,-5.68,32.49
-1.94,-8.92,-0.98,32.49
-0.57,-12.53,-0.41,32.48
-2.22,-11.58,-1.32,32.5
-1.95,-7.18,-5.79,32.49
0.05,-5.81,-5.72,32.49
-0.46,-9.24,-1.2,32.46
-2.06,-12.6,0.98,32.48
-3.14,-11.62,-0.88,32.49
0.28,-7.69,-4.87,32.49
-3.09,-10.08,-4.12,32.48
-3.64,-6.48,-8.78,32.46
-0.78,-8.94,-6.97,32.49
1.24,-11.35,-2.07,32.51
-2.03,-11.96,-0.65,32.43
-3.69,-8.2,-4.21,32.5
-3.03,-6.18,-8.48,32.47
-2.19,-8.84,-5.46,32.45
-0.17,-11.1,-1.93,32.5
-0.97,-11.7,-0.66,32.46
-2.98,-8.66,-3.69,32.47
-3.81,-7.79,-6.91,32.47
-1.64,-8.96,-5.66,32.47
0.98,-11.73,-1.49,32.53
0.13,-11.88,-0.66,32.5
-1.58,-8.52,-3.7,32.51
-4.47,-6.53,-6.99,32.51
-1.95,-10.12,-3.65,32.49
1.69,-10.36,-2.48,32.5
0.08,-11.04,-0.03,32.41
-1.0,-8.3,-4.63,32.49
-3.17,-6.31,-8.1,32.49
-2.26,-9.26,-4.05,32.47
1.97,-12.85,-2.06,32.51
0.51,-11.28,-0.38,32.49
-2.01,-7.04,-3.79,32.47
-1.23,-7.05,-7.55,32.47
-1.51,-8.26,-4.63,32.5
0.71,-11.49,-1.73,32.48
-0.8,-12.15,0.83,32.45
-0.26,-6.97,-3.88,32.49
-2.01,-7.34,-7.63,32.5
-1.05,-10.12,-2.57,32.5
1.44,-12.23,-1.51,32.42
-0.51,-10.15,-0.83,32.46
-0.99,-8.93,-4.13,32.49
-2.12,-5.11,-7.85,32.44
-2.2,-9.23,-3.86,32.49
2.15,-11.86,-2.21,32.5
-0.71,-9.62,-0.45,32.44
-1.95,-7.93,-4.64,32.49
-1.34,-5.71,-7.53,32.49
-2.07,-9.37,-3.28,32.47
0.62,-12.12,-1.12,32.48
-1.01,-10.79,-0.17,32.48
-1.49,-6.5,-4.81,32.5
-3.64,-5.14,-7.22,32.46
-2.9,-7.81,-2.4,32.44
-0.27,-12.42,-0.98,32.47
